image_id,page_url,image_url,label,_split
konstantin-korovin_early-spring,http://www.wikiart.org/en/konstantin-korovin/early-spring,http://uploads1.wikiart.org/images/konstantin-korovin/early-spring.jpg,3,train
konstantin-korovin_fish-wine-and-fruit-1916,http://www.wikiart.org/en/konstantin-korovin/fish-wine-and-fruit-1916,http://uploads4.wikiart.org/images/konstantin-korovin/fish-wine-and-fruit-1916.jpg,3,train
konstantin-korovin_gursuf-evening-1912,http://www.wikiart.org/en/konstantin-korovin/gursuf-evening-1912,http://uploads8.wikiart.org/images/konstantin-korovin/gursuf-evening-1912.jpg,3,train
konstantin-korovin_gurzuf-1915,http://www.wikiart.org/en/konstantin-korovin/gurzuf-1915,http://uploads0.wikiart.org/images/konstantin-korovin/gurzuf-1915.jpg,3,train
konstantin-korovin_landscape-with-cottages-1894,http://www.wikiart.org/en/konstantin-korovin/landscape-with-cottages-1894,http://uploads8.wikiart.org/images/konstantin-korovin/landscape-with-cottages-1894.jpg,3,train
konstantin-korovin_on-a-sea-shore-1910,http://www.wikiart.org/en/konstantin-korovin/on-a-sea-shore-1910,http://uploads8.wikiart.org/images/konstantin-korovin/on-a-sea-shore-1910.jpg,3,train
konstantin-korovin_oriental-slave-market-sketch-of-set-for-a-adam-s-and-c-pugni-s-ballet-1912,http://www.wikiart.org/en/konstantin-korovin/oriental-slave-market-sketch-of-set-for-a-adam-s-and-c-pugni-s-ballet-1912,http://uploads0.wikiart.org/images/konstantin-korovin/oriental-slave-market-sketch-of-set-for-a-adam-s-and-c-pugni-s-ballet-1912.jpg,0,train
konstantin-korovin_paris-boulevard-des-capucines-1911,http://www.wikiart.org/en/konstantin-korovin/paris-boulevard-des-capucines-1911,http://uploads5.wikiart.org/images/konstantin-korovin/paris-boulevard-des-capucines-1911.jpg,3,train
konstantin-korovin_parisian-street,http://www.wikiart.org/en/konstantin-korovin/parisian-street,http://uploads4.wikiart.org/images/konstantin-korovin/parisian-street.jpg,3,train
konstantin-korovin_pier-gurzuf-1916,http://www.wikiart.org/en/konstantin-korovin/pier-gurzuf-1916,http://uploads5.wikiart.org/images/konstantin-korovin/pier-gurzuf-1916.jpg,3,train
konstantin-korovin_polonaise-1934,http://www.wikiart.org/en/konstantin-korovin/polonaise-1934,http://uploads3.wikiart.org/images/konstantin-korovin/polonaise-1934.jpg,0,train
konstantin-korovin_polovtsian-camp-1914,http://www.wikiart.org/en/konstantin-korovin/polovtsian-camp-1914,http://uploads0.wikiart.org/images/konstantin-korovin/polovtsian-camp-1914.jpg,3,train
konstantin-korovin_portrait-of-ivan-morosov-1903,http://www.wikiart.org/en/konstantin-korovin/portrait-of-ivan-morosov-1903,http://uploads0.wikiart.org/images/konstantin-korovin/portrait-of-ivan-morosov-1903.jpg,3,test
konstantin-korovin_roses-in-blue-jugs-1917,http://www.wikiart.org/en/konstantin-korovin/roses-in-blue-jugs-1917,http://uploads3.wikiart.org/images/konstantin-korovin/roses-in-blue-jugs-1917.jpg,3,train
konstantin-korovin_spaniard-1894,http://www.wikiart.org/en/konstantin-korovin/spaniard-1894,http://uploads2.wikiart.org/images/konstantin-korovin/spaniard-1894.jpg,3,train
konstantin-korovin_summer-evening-on-the-porch-1922,http://www.wikiart.org/en/konstantin-korovin/summer-evening-on-the-porch-1922,http://uploads3.wikiart.org/images/konstantin-korovin/summer-evening-on-the-porch-1922.jpg,3,train
konstantin-korovin_temple-of-tanit-1909,http://www.wikiart.org/en/konstantin-korovin/temple-of-tanit-1909,http://uploads0.wikiart.org/images/konstantin-korovin/temple-of-tanit-1909.jpg,0,test
konstantin-korovin_terem-dadon-1909,http://www.wikiart.org/en/konstantin-korovin/terem-dadon-1909,http://uploads5.wikiart.org/images/konstantin-korovin/terem-dadon-1909.jpg,0,test
konstantin-korovin_the-river-vorya-at-abramtsevo,http://www.wikiart.org/en/konstantin-korovin/the-river-vorya-at-abramtsevo,http://uploads0.wikiart.org/images/konstantin-korovin/the-river-vorya-at-abramtsevo.jpg,3,test
konstantin-korovin_trading-post-in-murman,http://www.wikiart.org/en/konstantin-korovin/trading-post-in-murman,http://uploads2.wikiart.org/images/konstantin-korovin/trading-post-in-murman.jpg,0,train
konstantin-korovin_tsar-dadon-military-1909,http://www.wikiart.org/en/konstantin-korovin/tsar-dadon-military-1909,http://uploads4.wikiart.org/images/konstantin-korovin/tsar-dadon-military-1909.jpg,0,train
konstantin-korovin_two-in-a-chair-1921,http://www.wikiart.org/en/konstantin-korovin/two-in-a-chair-1921,http://uploads8.wikiart.org/images/konstantin-korovin/two-in-a-chair-1921.jpg,3,train
konstantin-korovin_vichy-1,http://www.wikiart.org/en/konstantin-korovin/vichy-1,http://uploads5.wikiart.org/images/konstantin-korovin/vichy-1.jpg,3,test
konstantin-korovin_winter-1914,http://www.wikiart.org/en/konstantin-korovin/winter-1914,http://uploads0.wikiart.org/images/konstantin-korovin/winter-1914.jpg,3,test
konstantin-korovin_yalta-at-night-1905,http://www.wikiart.org/en/konstantin-korovin/yalta-at-night-1905,http://uploads8.wikiart.org/images/konstantin-korovin/yalta-at-night-1905.jpg,3,train
konstantin-makovsky_antique-shop,http://www.wikiart.org/en/konstantin-makovsky/antique-shop,http://uploads2.wikiart.org/images/konstantin-makovsky/antique-shop.jpg,6,train
konstantin-makovsky_beauty-preparing-to-bathe,http://www.wikiart.org/en/konstantin-makovsky/beauty-preparing-to-bathe,http://uploads6.wikiart.org/images/konstantin-makovsky/beauty-preparing-to-bathe.jpg,7,train
konstantin-makovsky_boyar-with-the-cup,http://www.wikiart.org/en/konstantin-makovsky/boyar-with-the-cup,http://uploads8.wikiart.org/images/konstantin-makovsky/boyar-with-the-cup.jpg,7,train
konstantin-makovsky_boyaryshnya-4,http://www.wikiart.org/en/konstantin-makovsky/boyaryshnya-4,http://uploads3.wikiart.org/images/konstantin-makovsky/boyaryshnya-4.jpg,7,train
konstantin-makovsky_boyaryshnya-by-the-window,http://www.wikiart.org/en/konstantin-makovsky/boyaryshnya-by-the-window,http://uploads6.wikiart.org/images/konstantin-makovsky/boyaryshnya-by-the-window.jpg,7,train
konstantin-makovsky_bridge,http://www.wikiart.org/en/konstantin-makovsky/bridge,http://uploads5.wikiart.org/images/konstantin-makovsky/bridge.jpg,7,train
konstantin-makovsky_by-the-toilet,http://www.wikiart.org/en/konstantin-makovsky/by-the-toilet,http://uploads3.wikiart.org/images/konstantin-makovsky/by-the-toilet.jpg,7,train
konstantin-makovsky_cairene-1,http://www.wikiart.org/en/konstantin-makovsky/cairene-1,http://uploads8.wikiart.org/images/konstantin-makovsky/cairene-1.jpg,7,train
konstantin-makovsky_cairo,http://www.wikiart.org/en/konstantin-makovsky/cairo,http://uploads4.wikiart.org/images/konstantin-makovsky/cairo.jpg,6,train
konstantin-makovsky_cairo-1,http://www.wikiart.org/en/konstantin-makovsky/cairo-1,http://uploads6.wikiart.org/images/konstantin-makovsky/cairo-1.jpg,7,train
konstantin-makovsky_cup-of-honey,http://www.wikiart.org/en/konstantin-makovsky/cup-of-honey,http://uploads2.wikiart.org/images/konstantin-makovsky/cup-of-honey.jpg,7,train
konstantin-makovsky_cup-of-honey-1,http://www.wikiart.org/en/konstantin-makovsky/cup-of-honey-1,http://uploads4.wikiart.org/images/konstantin-makovsky/cup-of-honey-1.jpg,7,test
konstantin-makovsky_eastern-woman-gipsy,http://www.wikiart.org/en/konstantin-makovsky/eastern-woman-gipsy,http://uploads0.wikiart.org/images/konstantin-makovsky/eastern-woman-gipsy.jpg,7,train
konstantin-makovsky_egyptian-with-a-child,http://www.wikiart.org/en/konstantin-makovsky/egyptian-with-a-child,http://uploads2.wikiart.org/images/konstantin-makovsky/egyptian-with-a-child.jpg,7,train
konstantin-makovsky_emperor-alexander-ii-on-his-deathbed-1881,http://www.wikiart.org/en/konstantin-makovsky/emperor-alexander-ii-on-his-deathbed-1881,http://uploads4.wikiart.org/images/konstantin-makovsky/emperor-alexander-ii-on-his-deathbed-1881.jpg,7,train
konstantin-makovsky_female-portrait-8,http://www.wikiart.org/en/konstantin-makovsky/female-portrait-8,http://uploads7.wikiart.org/images/konstantin-makovsky/female-portrait-8.jpg,7,train
konstantin-makovsky_female-portrait-9,http://www.wikiart.org/en/konstantin-makovsky/female-portrait-9,http://uploads7.wikiart.org/images/konstantin-makovsky/female-portrait-9.jpg,7,train
konstantin-makovsky_girl-dressed-as-flora,http://www.wikiart.org/en/konstantin-makovsky/girl-dressed-as-flora,http://uploads2.wikiart.org/images/konstantin-makovsky/girl-dressed-as-flora.jpg,7,train
konstantin-makovsky_girl-in-burnous,http://www.wikiart.org/en/konstantin-makovsky/girl-in-burnous,http://uploads5.wikiart.org/images/konstantin-makovsky/girl-in-burnous.jpg,7,train
konstantin-makovsky_girl-in-the-field,http://www.wikiart.org/en/konstantin-makovsky/girl-in-the-field,http://uploads7.wikiart.org/images/konstantin-makovsky/girl-in-the-field.jpg,7,train
konstantin-makovsky_girl-wering-a-crown,http://www.wikiart.org/en/konstantin-makovsky/girl-wering-a-crown,http://uploads0.wikiart.org/images/konstantin-makovsky/girl-wering-a-crown.jpg,7,test
konstantin-makovsky_girl-with-jug,http://www.wikiart.org/en/konstantin-makovsky/girl-with-jug,http://uploads3.wikiart.org/images/konstantin-makovsky/girl-with-jug.jpg,7,test
konstantin-makovsky_head-of-the-girl,http://www.wikiart.org/en/konstantin-makovsky/head-of-the-girl,http://uploads6.wikiart.org/images/konstantin-makovsky/head-of-the-girl.jpg,7,train
konstantin-makovsky_in-from-a-stroll,http://www.wikiart.org/en/konstantin-makovsky/in-from-a-stroll,http://uploads6.wikiart.org/images/konstantin-makovsky/in-from-a-stroll.jpg,7,train
konstantin-makovsky_in-the-garden,http://www.wikiart.org/en/konstantin-makovsky/in-the-garden,http://uploads3.wikiart.org/images/konstantin-makovsky/in-the-garden.jpg,7,train
konstantin-makovsky_meal-of-pilgrims-in-the-trinity-lavra-of-st-sergius,http://www.wikiart.org/en/konstantin-makovsky/meal-of-pilgrims-in-the-trinity-lavra-of-st-sergius,http://uploads5.wikiart.org/images/konstantin-makovsky/meal-of-pilgrims-in-the-trinity-lavra-of-st-sergius.jpg,6,test
konstantin-makovsky_mikhail-azanchevsky,http://www.wikiart.org/en/konstantin-makovsky/mikhail-azanchevsky,http://uploads0.wikiart.org/images/konstantin-makovsky/mikhail-azanchevsky.jpg,7,train
konstantin-makovsky_portrait-10,http://www.wikiart.org/en/konstantin-makovsky/portrait-10,http://uploads1.wikiart.org/images/konstantin-makovsky/portrait-10.jpg,7,train
konstantin-makovsky_portrait-21,http://www.wikiart.org/en/konstantin-makovsky/portrait-21,http://uploads1.wikiart.org/images/konstantin-makovsky/portrait-21.jpg,7,train
konstantin-makovsky_portrait-24,http://www.wikiart.org/en/konstantin-makovsky/portrait-24,http://uploads1.wikiart.org/images/konstantin-makovsky/portrait-24.jpg,7,train
konstantin-makovsky_portrait-4,http://www.wikiart.org/en/konstantin-makovsky/portrait-4,http://uploads0.wikiart.org/images/konstantin-makovsky/portrait-4.jpg,7,train
konstantin-makovsky_portrait-of-a-suvorina,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-a-suvorina,http://uploads3.wikiart.org/images/konstantin-makovsky/portrait-of-a-suvorina.jpg,7,train
konstantin-makovsky_portrait-of-alexander-ii-of-russia,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-alexander-ii-of-russia,http://uploads6.wikiart.org/images/konstantin-makovsky/portrait-of-alexander-ii-of-russia.jpg,7,train
konstantin-makovsky_portrait-of-artist-alexander-popov,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-artist-alexander-popov,http://uploads6.wikiart.org/images/konstantin-makovsky/portrait-of-artist-alexander-popov.jpg,7,train
konstantin-makovsky_portrait-of-artist-k-bornikov,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-artist-k-bornikov,http://uploads1.wikiart.org/images/konstantin-makovsky/portrait-of-artist-k-bornikov.jpg,7,train
konstantin-makovsky_portrait-of-e-gilechenko,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-e-gilechenko,http://uploads5.wikiart.org/images/konstantin-makovsky/portrait-of-e-gilechenko.jpg,7,train
konstantin-makovsky_portrait-of-grand-princess-maria-nikolayevna,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-grand-princess-maria-nikolayevna,http://uploads7.wikiart.org/images/konstantin-makovsky/portrait-of-grand-princess-maria-nikolayevna.jpg,7,train
konstantin-makovsky_portrait-of-maria-feodorovna-dagmar-of-denmark,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-maria-feodorovna-dagmar-of-denmark,http://uploads0.wikiart.org/images/konstantin-makovsky/portrait-of-maria-feodorovna-dagmar-of-denmark.jpg,7,train
konstantin-makovsky_portrait-of-the-girl-in-a-russian-dress,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-the-girl-in-a-russian-dress,http://uploads2.wikiart.org/images/konstantin-makovsky/portrait-of-the-girl-in-a-russian-dress.jpg,7,train
konstantin-makovsky_portrait-of-the-girl-in-a-russian-dress-1,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-the-girl-in-a-russian-dress-1,http://uploads4.wikiart.org/images/konstantin-makovsky/portrait-of-the-girl-in-a-russian-dress-1.jpg,7,train
konstantin-makovsky_portrait-of-the-wrighter-d-grigorovich,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-the-wrighter-d-grigorovich,http://uploads1.wikiart.org/images/konstantin-makovsky/portrait-of-the-wrighter-d-grigorovich.jpg,6,test
konstantin-makovsky_portrait-of-the-young-lady-with-green-dress,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-the-young-lady-with-green-dress,http://uploads6.wikiart.org/images/konstantin-makovsky/portrait-of-the-young-lady-with-green-dress.jpg,7,train
konstantin-makovsky_portrait-of-vladimir-makovsky-in-childhood,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-vladimir-makovsky-in-childhood,http://uploads5.wikiart.org/images/konstantin-makovsky/portrait-of-vladimir-makovsky-in-childhood.jpg,7,train
konstantin-makovsky_portrait-of-y-makovskaya,http://www.wikiart.org/en/konstantin-makovsky/portrait-of-y-makovskaya,http://uploads5.wikiart.org/images/konstantin-makovsky/portrait-of-y-makovskaya.jpg,7,test
konstantin-makovsky_prince-repin-at-the-banquet-of-ivan-the-terrible,http://www.wikiart.org/en/konstantin-makovsky/prince-repin-at-the-banquet-of-ivan-the-terrible,http://uploads2.wikiart.org/images/konstantin-makovsky/prince-repin-at-the-banquet-of-ivan-the-terrible.jpg,7,train
konstantin-makovsky_russian-beauty-1,http://www.wikiart.org/en/konstantin-makovsky/russian-beauty-1,http://uploads6.wikiart.org/images/konstantin-makovsky/russian-beauty-1.jpg,7,train
konstantin-makovsky_self-portrait,http://www.wikiart.org/en/konstantin-makovsky/self-portrait,http://uploads3.wikiart.org/images/konstantin-makovsky/self-portrait.jpg,7,train
konstantin-makovsky_still-life-in-an-interior,http://www.wikiart.org/en/konstantin-makovsky/still-life-in-an-interior,http://uploads6.wikiart.org/images/konstantin-makovsky/still-life-in-an-interior.jpg,6,train
konstantin-makovsky_summerhouse,http://www.wikiart.org/en/konstantin-makovsky/summerhouse,http://uploads1.wikiart.org/images/konstantin-makovsky/summerhouse.jpg,6,train
konstantin-makovsky_the-girl-with-the-red-ribbon,http://www.wikiart.org/en/konstantin-makovsky/the-girl-with-the-red-ribbon,http://uploads0.wikiart.org/images/konstantin-makovsky/the-girl-with-the-red-ribbon.jpg,7,train
konstantin-makovsky_the-transfer-of-the-sacred-carpet-from-mecca-to-cairo,http://www.wikiart.org/en/konstantin-makovsky/the-transfer-of-the-sacred-carpet-from-mecca-to-cairo,http://uploads7.wikiart.org/images/konstantin-makovsky/the-transfer-of-the-sacred-carpet-from-mecca-to-cairo.jpg,7,test
konstantin-makovsky_young-italian-with-sour-oranges,http://www.wikiart.org/en/konstantin-makovsky/young-italian-with-sour-oranges,http://uploads3.wikiart.org/images/konstantin-makovsky/young-italian-with-sour-oranges.jpg,7,train
konstantin-somov_alexander-pushkin-at-work-1899,http://www.wikiart.org/en/konstantin-somov/alexander-pushkin-at-work-1899,http://uploads8.wikiart.org/images/konstantin-somov/alexander-pushkin-at-work-1899.jpg,9,train
konstantin-somov_asleep-on-the-grass-young-woman,http://www.wikiart.org/en/konstantin-somov/asleep-on-the-grass-young-woman,http://uploads0.wikiart.org/images/konstantin-somov/asleep-on-the-grass-young-woman.jpg,9,train
konstantin-somov_august,http://www.wikiart.org/en/konstantin-somov/august,http://uploads2.wikiart.org/images/konstantin-somov/august.jpg,9,train
konstantin-somov_book-of-the-marquise-illustration,http://www.wikiart.org/en/konstantin-somov/book-of-the-marquise-illustration,http://uploads2.wikiart.org/images/konstantin-somov/book-of-the-marquise-illustration.jpg,9,test
konstantin-somov_book-of-the-marquise-illustration-1,http://www.wikiart.org/en/konstantin-somov/book-of-the-marquise-illustration-1,http://uploads4.wikiart.org/images/konstantin-somov/book-of-the-marquise-illustration-1.jpg,0,train
konstantin-somov_book-of-the-marquise-illustration-7,http://www.wikiart.org/en/konstantin-somov/book-of-the-marquise-illustration-7,http://uploads4.wikiart.org/images/konstantin-somov/book-of-the-marquise-illustration-7.jpg,9,train
konstantin-somov_book-of-the-marquise-illustration-9-1918,http://www.wikiart.org/en/konstantin-somov/book-of-the-marquise-illustration-9-1918,http://uploads0.wikiart.org/images/konstantin-somov/book-of-the-marquise-illustration-9-1918.jpg,9,train
konstantin-somov_cover-of-literary-anthology-northern-flowers,http://www.wikiart.org/en/konstantin-somov/cover-of-literary-anthology-northern-flowers,http://uploads4.wikiart.org/images/konstantin-somov/cover-of-literary-anthology-northern-flowers.jpg,9,train
konstantin-somov_design-of-costume-of-columbine-for-anna-pavlova-in-harlequinade,http://www.wikiart.org/en/konstantin-somov/design-of-costume-of-columbine-for-anna-pavlova-in-harlequinade,http://uploads5.wikiart.org/images/konstantin-somov/design-of-costume-of-columbine-for-anna-pavlova-in-harlequinade.jpg,0,train
konstantin-somov_enchantment,http://www.wikiart.org/en/konstantin-somov/enchantment,http://uploads7.wikiart.org/images/konstantin-somov/enchantment.jpg,9,train
konstantin-somov_exlibris-of-s-zenger,http://www.wikiart.org/en/konstantin-somov/exlibris-of-s-zenger,http://uploads7.wikiart.org/images/konstantin-somov/exlibris-of-s-zenger.jpg,9,test
konstantin-somov_exlibris-of-v-loboykov,http://www.wikiart.org/en/konstantin-somov/exlibris-of-v-loboykov,http://uploads0.wikiart.org/images/konstantin-somov/exlibris-of-v-loboykov.jpg,9,train
konstantin-somov_family-happiness-1900,http://www.wikiart.org/en/konstantin-somov/family-happiness-1900,http://uploads8.wikiart.org/images/konstantin-somov/family-happiness-1900.jpg,9,test
konstantin-somov_frontispiece-of-the-book-by-alexander-benois-tsarskoe-selo,http://www.wikiart.org/en/konstantin-somov/frontispiece-of-the-book-by-alexander-benois-tsarskoe-selo,http://uploads0.wikiart.org/images/konstantin-somov/frontispiece-of-the-book-by-alexander-benois-tsarskoe-selo.jpg,9,train
konstantin-somov_frontispiece-of-the-journal-world-of-art,http://www.wikiart.org/en/konstantin-somov/frontispiece-of-the-journal-world-of-art,http://uploads0.wikiart.org/images/konstantin-somov/frontispiece-of-the-journal-world-of-art.jpg,9,train
konstantin-somov_girl-olia-1,http://www.wikiart.org/en/konstantin-somov/girl-olia-1,http://uploads7.wikiart.org/images/konstantin-somov/girl-olia-1.jpg,9,train
konstantin-somov_goethe-muse-and-cupid,http://www.wikiart.org/en/konstantin-somov/goethe-muse-and-cupid,http://uploads8.wikiart.org/images/konstantin-somov/goethe-muse-and-cupid.jpg,9,train
konstantin-somov_idyll,http://www.wikiart.org/en/konstantin-somov/idyll,http://uploads1.wikiart.org/images/konstantin-somov/idyll.jpg,9,train
konstantin-somov_illustration-to-the-novel-daphnis-and-chloe-2,http://www.wikiart.org/en/konstantin-somov/illustration-to-the-novel-daphnis-and-chloe-2,http://uploads5.wikiart.org/images/konstantin-somov/illustration-to-the-novel-daphnis-and-chloe-2.jpg,0,train
konstantin-somov_in-the-nursery,http://www.wikiart.org/en/konstantin-somov/in-the-nursery,http://uploads1.wikiart.org/images/konstantin-somov/in-the-nursery.jpg,9,train
konstantin-somov_island-of-love,http://www.wikiart.org/en/konstantin-somov/island-of-love,http://uploads1.wikiart.org/images/konstantin-somov/island-of-love.jpg,9,train
konstantin-somov_lady,http://www.wikiart.org/en/konstantin-somov/lady,http://uploads0.wikiart.org/images/konstantin-somov/lady.jpg,9,test
konstantin-somov_lady-at-the-mirror-1898,http://www.wikiart.org/en/konstantin-somov/lady-at-the-mirror-1898,http://uploads1.wikiart.org/images/konstantin-somov/lady-at-the-mirror-1898.jpg,9,train
konstantin-somov_lady-with-a-spring-landscape,http://www.wikiart.org/en/konstantin-somov/lady-with-a-spring-landscape,http://uploads6.wikiart.org/images/konstantin-somov/lady-with-a-spring-landscape.jpg,9,train
konstantin-somov_lady-with-the-dog-1,http://www.wikiart.org/en/konstantin-somov/lady-with-the-dog-1,http://uploads6.wikiart.org/images/konstantin-somov/lady-with-the-dog-1.jpg,9,train
konstantin-somov_lady-with-the-dog-relaxing-on-the-lawn,http://www.wikiart.org/en/konstantin-somov/lady-with-the-dog-relaxing-on-the-lawn,http://uploads7.wikiart.org/images/konstantin-somov/lady-with-the-dog-relaxing-on-the-lawn.jpg,9,train
konstantin-somov_landscape-with-a-rainbow-1915,http://www.wikiart.org/en/konstantin-somov/landscape-with-a-rainbow-1915,http://uploads7.wikiart.org/images/konstantin-somov/landscape-with-a-rainbow-1915.jpg,9,train
konstantin-somov_landscape-with-a-rainbow-1919,http://www.wikiart.org/en/konstantin-somov/landscape-with-a-rainbow-1919,http://uploads7.wikiart.org/images/konstantin-somov/landscape-with-a-rainbow-1919.jpg,9,train
konstantin-somov_landscape-with-pavillion,http://www.wikiart.org/en/konstantin-somov/landscape-with-pavillion,http://uploads2.wikiart.org/images/konstantin-somov/landscape-with-pavillion.jpg,9,train
konstantin-somov_natalia-pavlovna,http://www.wikiart.org/en/konstantin-somov/natalia-pavlovna,http://uploads3.wikiart.org/images/konstantin-somov/natalia-pavlovna.jpg,9,train
konstantin-somov_natalia-pavlovna-and-earl-nulin,http://www.wikiart.org/en/konstantin-somov/natalia-pavlovna-and-earl-nulin,http://uploads0.wikiart.org/images/konstantin-somov/natalia-pavlovna-and-earl-nulin.jpg,9,train
konstantin-somov_on-the-grass,http://www.wikiart.org/en/konstantin-somov/on-the-grass,http://uploads8.wikiart.org/images/konstantin-somov/on-the-grass.jpg,9,train
konstantin-somov_poets,http://www.wikiart.org/en/konstantin-somov/poets,http://uploads1.wikiart.org/images/konstantin-somov/poets.jpg,9,train
konstantin-somov_porcelain-figurines-on-a-stone-shelf,http://www.wikiart.org/en/konstantin-somov/porcelain-figurines-on-a-stone-shelf,http://uploads5.wikiart.org/images/konstantin-somov/porcelain-figurines-on-a-stone-shelf.jpg,9,train
konstantin-somov_portrait-of-b-popova-paris,http://www.wikiart.org/en/konstantin-somov/portrait-of-b-popova-paris,http://uploads4.wikiart.org/images/konstantin-somov/portrait-of-b-popova-paris.jpg,9,train
konstantin-somov_portrait-of-g-hirschman-1911,http://www.wikiart.org/en/konstantin-somov/portrait-of-g-hirschman-1911,http://uploads6.wikiart.org/images/konstantin-somov/portrait-of-g-hirschman-1911.jpg,9,train
konstantin-somov_portrait-of-the-composer-sergei-rachmaninov-1925,http://www.wikiart.org/en/konstantin-somov/portrait-of-the-composer-sergei-rachmaninov-1925,http://uploads8.wikiart.org/images/konstantin-somov/portrait-of-the-composer-sergei-rachmaninov-1925.jpg,9,train
konstantin-somov_portrait-of-v-ivanov,http://www.wikiart.org/en/konstantin-somov/portrait-of-v-ivanov,http://uploads7.wikiart.org/images/konstantin-somov/portrait-of-v-ivanov.jpg,6,test
konstantin-somov_promenade-after-rain-2,http://www.wikiart.org/en/konstantin-somov/promenade-after-rain-2,http://uploads0.wikiart.org/images/konstantin-somov/promenade-after-rain-2.jpg,9,train
konstantin-somov_self-portrait-1,http://www.wikiart.org/en/konstantin-somov/self-portrait-1,http://uploads2.wikiart.org/images/konstantin-somov/self-portrait-1.jpg,6,train
konstantin-somov_self-portrait-in-the-mirror,http://www.wikiart.org/en/konstantin-somov/self-portrait-in-the-mirror,http://uploads5.wikiart.org/images/konstantin-somov/self-portrait-in-the-mirror.jpg,9,test
konstantin-somov_sketch-of-the-illustrations-to-gogol-s-nevsky-prospect,http://www.wikiart.org/en/konstantin-somov/sketch-of-the-illustrations-to-gogol-s-nevsky-prospect,http://uploads5.wikiart.org/images/konstantin-somov/sketch-of-the-illustrations-to-gogol-s-nevsky-prospect.jpg,9,train
konstantin-somov_spring-landscape,http://www.wikiart.org/en/konstantin-somov/spring-landscape,http://uploads3.wikiart.org/images/konstantin-somov/spring-landscape.jpg,9,train
konstantin-somov_summer-landscape,http://www.wikiart.org/en/konstantin-somov/summer-landscape,http://uploads3.wikiart.org/images/konstantin-somov/summer-landscape.jpg,9,train
konstantin-somov_summer-morning,http://www.wikiart.org/en/konstantin-somov/summer-morning,http://uploads1.wikiart.org/images/konstantin-somov/summer-morning.jpg,0,train
konstantin-somov_the-curtain-sketch-for-the-free-theater-in-moscow,http://www.wikiart.org/en/konstantin-somov/the-curtain-sketch-for-the-free-theater-in-moscow,http://uploads0.wikiart.org/images/konstantin-somov/the-curtain-sketch-for-the-free-theater-in-moscow.jpg,0,test
konstantin-somov_the-date,http://www.wikiart.org/en/konstantin-somov/the-date,http://uploads4.wikiart.org/images/konstantin-somov/the-date.jpg,9,train
konstantin-somov_the-date-1,http://www.wikiart.org/en/konstantin-somov/the-date-1,http://uploads6.wikiart.org/images/konstantin-somov/the-date-1.jpg,9,train
konstantin-somov_the-interior-second-part,http://www.wikiart.org/en/konstantin-somov/the-interior-second-part,http://uploads2.wikiart.org/images/konstantin-somov/the-interior-second-part.jpg,9,train
konstantin-somov_the-kiss-1,http://www.wikiart.org/en/konstantin-somov/the-kiss-1,http://uploads6.wikiart.org/images/konstantin-somov/the-kiss-1.jpg,9,train
konstantin-somov_the-laughed-kiss-1909,http://www.wikiart.org/en/konstantin-somov/the-laughed-kiss-1909,http://uploads8.wikiart.org/images/konstantin-somov/the-laughed-kiss-1909.jpg,9,train
konstantin-somov_title-page-of-theatre,http://www.wikiart.org/en/konstantin-somov/title-page-of-theatre,http://uploads8.wikiart.org/images/konstantin-somov/title-page-of-theatre.jpg,0,train
konstantin-somov_two-ladies-in-the-park,http://www.wikiart.org/en/konstantin-somov/two-ladies-in-the-park,http://uploads0.wikiart.org/images/konstantin-somov/two-ladies-in-the-park.jpg,9,train
konstantin-somov_two-ladies-on-the-terrace,http://www.wikiart.org/en/konstantin-somov/two-ladies-on-the-terrace,http://uploads3.wikiart.org/images/konstantin-somov/two-ladies-on-the-terrace.jpg,0,train
konstantin-somov_versailles-park-in-autumn,http://www.wikiart.org/en/konstantin-somov/versailles-park-in-autumn,http://uploads3.wikiart.org/images/konstantin-somov/versailles-park-in-autumn.jpg,0,train
konstantin-somov_walking-in-winter,http://www.wikiart.org/en/konstantin-somov/walking-in-winter,http://uploads4.wikiart.org/images/konstantin-somov/walking-in-winter.jpg,9,train
konstantin-somov_winter,http://www.wikiart.org/en/konstantin-somov/winter,http://uploads2.wikiart.org/images/konstantin-somov/winter.jpg,0,test
konstantin-vasilyev_basil-buslaev,http://www.wikiart.org/en/konstantin-vasilyev/basil-buslaev,http://uploads3.wikiart.org/images/konstantin-vasilyev/basil-buslaev.jpg,9,train
konstantin-vasilyev_birth-of-the-danube,http://www.wikiart.org/en/konstantin-vasilyev/birth-of-the-danube,http://uploads0.wikiart.org/images/konstantin-vasilyev/birth-of-the-danube.jpg,9,train
